name_with_owner,url,primary_language,metrica,descricao,valor,lado,severidade,limite_inferior,limite_superior,mediana,observacao
FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,Python,days_since_push,dias desde o último push,211.0,acima,extremo,-72.0,120.0,1.0,
labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,Python,days_since_push,dias desde o último push,210.0,acima,extremo,-72.0,120.0,1.0,
binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,Python,days_since_push,dias desde o último push,207.0,acima,extremo,-72.0,120.0,1.0,
brillout/awesome-react-components,https://github.com/brillout/awesome-react-components,,days_since_push,dias desde o último push,206.0,acima,extremo,-72.0,120.0,1.0,
slatedocs/slate,https://github.com/slatedocs/slate,,days_since_push,dias desde o último push,200.0,acima,extremo,-72.0,120.0,1.0,
mlabonne/llm-course,https://github.com/mlabonne/llm-course,,days_since_push,dias desde o último push,196.0,acima,extremo,-72.0,120.0,1.0,
gulpjs/gulp,https://github.com/gulpjs/gulp,JavaScript,days_since_push,dias desde o último push,192.0,acima,moderado,-72.0,120.0,1.0,
carbon-app/carbon,https://github.com/carbon-app/carbon,JavaScript,days_since_push,dias desde o último push,191.0,acima,moderado,-72.0,120.0,1.0,
zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js,JavaScript,days_since_push,dias desde o último push,189.0,acima,moderado,-72.0,120.0,1.0,
airbnb/lottie-android,https://github.com/airbnb/lottie-android,Java,days_since_push,dias desde o último push,186.0,acima,moderado,-72.0,120.0,1.0,
getify/You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,,days_since_push,dias desde o último push,186.0,acima,moderado,-72.0,120.0,1.0,
ashishps1/awesome-system-design-resources,https://github.com/ashishps1/awesome-system-design-resources,Java,days_since_push,dias desde o último push,185.0,acima,moderado,-72.0,120.0,1.0,
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl,Python,days_since_push,dias desde o último push,182.0,acima,moderado,-72.0,120.0,1.0,
deepseek-ai/awesome-deepseek-integration,https://github.com/deepseek-ai/awesome-deepseek-integration,,days_since_push,dias desde o último push,178.0,acima,moderado,-72.0,120.0,1.0,
labuladong/fucking-algorithm,https://github.com/labuladong/fucking-algorithm,Markdown,days_since_push,dias desde o último push,173.0,acima,moderado,-72.0,120.0,1.0,
anthropics/prompt-eng-interactive-tutorial,https://github.com/anthropics/prompt-eng-interactive-tutorial,Jupyter Notebook,days_since_push,dias desde o último push,172.0,acima,moderado,-72.0,120.0,1.0,
jgthms/bulma,https://github.com/jgthms/bulma,CSS,days_since_push,dias desde o último push,172.0,acima,moderado,-72.0,120.0,1.0,
AUTOMATIC1111/stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,Python,days_since_push,dias desde o último push,171.0,acima,moderado,-72.0,120.0,1.0,
kuchin/awesome-cto,https://github.com/kuchin/awesome-cto,,days_since_push,dias desde o último push,171.0,acima,moderado,-72.0,120.0,1.0,
babysor/MockingBird,https://github.com/babysor/MockingBird,Python,days_since_push,dias desde o último push,170.0,acima,moderado,-72.0,120.0,1.0,
GokuMohandas/Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,Jupyter Notebook,days_since_push,dias desde o último push,168.0,acima,moderado,-72.0,120.0,1.0,
TheAlgorithms/JavaScript,https://github.com/TheAlgorithms/JavaScript,JavaScript,days_since_push,dias desde o último push,166.0,acima,moderado,-72.0,120.0,1.0,
CorentinJ/Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,Python,days_since_push,dias desde o último push,164.0,acima,moderado,-72.0,120.0,1.0,
dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,MDX,days_since_push,dias desde o último push,162.0,acima,moderado,-72.0,120.0,1.0,
google/leveldb,https://github.com/google/leveldb,C++,days_since_push,dias desde o último push,162.0,acima,moderado,-72.0,120.0,1.0,
alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,JavaScript,days_since_push,dias desde o último push,156.0,acima,moderado,-72.0,120.0,1.0,
typicode/husky,https://github.com/typicode/husky,JavaScript,days_since_push,dias desde o último push,153.0,acima,moderado,-72.0,120.0,1.0,
donnemartin/system-design-primer,https://github.com/donnemartin/system-design-primer,Python,days_since_push,dias desde o último push,153.0,acima,moderado,-72.0,120.0,1.0,
localstack/localstack,https://github.com/localstack/localstack,Python,days_since_push,dias desde o último push,150.0,acima,moderado,-72.0,120.0,1.0,
typicode/json-server,https://github.com/typicode/json-server,JavaScript,days_since_push,dias desde o último push,150.0,acima,moderado,-72.0,120.0,1.0,
openai/CLIP,https://github.com/openai/CLIP,Jupyter Notebook,days_since_push,dias desde o último push,148.0,acima,moderado,-72.0,120.0,1.0,
karpathy/autoresearch,https://github.com/karpathy/autoresearch,Python,days_since_push,dias desde o último push,147.0,acima,moderado,-72.0,120.0,1.0,
FuelLabs/fuels-ts,https://github.com/FuelLabs/fuels-ts,TypeScript,days_since_push,dias desde o último push,146.0,acima,moderado,-72.0,120.0,1.0,
openai/gym,https://github.com/openai/gym,Python,days_since_push,dias desde o último push,146.0,acima,moderado,-72.0,120.0,1.0,
imputnet/cobalt,https://github.com/imputnet/cobalt,Svelte,days_since_push,dias desde o último push,136.0,acima,moderado,-72.0,120.0,1.0,
2noise/ChatTTS,https://github.com/2noise/ChatTTS,Python,days_since_push,dias desde o último push,132.0,acima,moderado,-72.0,120.0,1.0,
ItzCrazyKns/Vane,https://github.com/ItzCrazyKns/Vane,TypeScript,days_since_push,dias desde o último push,131.0,acima,moderado,-72.0,120.0,1.0,
LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,JavaScript,days_since_push,dias desde o último push,130.0,acima,moderado,-72.0,120.0,1.0,
shiyu-coder/Kronos,https://github.com/shiyu-coder/Kronos,Python,days_since_push,dias desde o último push,129.0,acima,moderado,-72.0,120.0,1.0,
microsoft/autogen,https://github.com/microsoft/autogen,Python,days_since_push,dias desde o último push,127.0,acima,moderado,-72.0,120.0,1.0,
airbnb/javascript,https://github.com/airbnb/javascript,JavaScript,days_since_push,dias desde o último push,126.0,acima,moderado,-72.0,120.0,1.0,
coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,Go,days_since_push,dias desde o último push,125.0,acima,moderado,-72.0,120.0,1.0,
jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,Go,days_since_push,dias desde o último push,123.0,acima,moderado,-72.0,120.0,1.0,
multica-ai/andrej-karpathy-skills,https://github.com/multica-ai/andrej-karpathy-skills,,days_since_push,dias desde o último push,122.0,acima,moderado,-72.0,120.0,1.0,
Solido/awesome-flutter,https://github.com/Solido/awesome-flutter,Dart,days_since_push,dias desde o último push,121.0,acima,moderado,-72.0,120.0,1.0,
musistudio/claude-code-router,https://github.com/musistudio/claude-code-router,TypeScript,closed_issues_percentage,percentual de issues fechadas,30.293663,abaixo,moderado,30.843570999999997,136.387475,87.5,
geekcomputers/Python,https://github.com/geekcomputers/Python,Python,closed_issues_percentage,percentual de issues fechadas,29.889299,abaixo,moderado,30.843570999999997,136.387475,87.5,
aymericdamien/TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,Jupyter Notebook,closed_issues_percentage,percentual de issues fechadas,29.707113,abaixo,moderado,30.843570999999997,136.387475,87.5,
Leonxlnx/taste-skill,https://github.com/Leonxlnx/taste-skill,JavaScript,closed_issues_percentage,percentual de issues fechadas,29.268293,abaixo,moderado,30.843570999999997,136.387475,87.5,
shiyu-coder/Kronos,https://github.com/shiyu-coder/Kronos,Python,closed_issues_percentage,percentual de issues fechadas,29.209622,abaixo,moderado,30.843570999999997,136.387475,87.5,
lencx/ChatGPT,https://github.com/lencx/ChatGPT,Rust,closed_issues_percentage,percentual de issues fechadas,29.140625,abaixo,moderado,30.843570999999997,136.387475,87.5,
dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,MDX,closed_issues_percentage,percentual de issues fechadas,29.133858,abaixo,moderado,30.843570999999997,136.387475,87.5,
jamiepine/voicebox,https://github.com/jamiepine/voicebox,TypeScript,closed_issues_percentage,percentual de issues fechadas,28.005865,abaixo,moderado,30.843570999999997,136.387475,87.5,
paperclipai/paperclip,https://github.com/paperclipai/paperclip,TypeScript,closed_issues_percentage,percentual de issues fechadas,27.379716,abaixo,moderado,30.843570999999997,136.387475,87.5,
CompVis/stable-diffusion,https://github.com/CompVis/stable-diffusion,Jupyter Notebook,closed_issues_percentage,percentual de issues fechadas,27.027027,abaixo,moderado,30.843570999999997,136.387475,87.5,
OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,TypeScript,closed_issues_percentage,percentual de issues fechadas,26.775956,abaixo,moderado,30.843570999999997,136.387475,87.5,
jackfrued/Python-100-Days,https://github.com/jackfrued/Python-100-Days,Jupyter Notebook,closed_issues_percentage,percentual de issues fechadas,26.474623,abaixo,moderado,30.843570999999997,136.387475,87.5,
TencentARC/GFPGAN,https://github.com/TencentARC/GFPGAN,Python,closed_issues_percentage,percentual de issues fechadas,26.470588,abaixo,moderado,30.843570999999997,136.387475,87.5,
florinpop17/app-ideas,https://github.com/florinpop17/app-ideas,,closed_issues_percentage,percentual de issues fechadas,26.368159,abaixo,moderado,30.843570999999997,136.387475,87.5,
fxsjy/jieba,https://github.com/fxsjy/jieba,Python,closed_issues_percentage,percentual de issues fechadas,26.339795,abaixo,moderado,30.843570999999997,136.387475,87.5,
facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,Jupyter Notebook,closed_issues_percentage,percentual de issues fechadas,25.348189,abaixo,moderado,30.843570999999997,136.387475,87.5,
youngyangyang04/leetcode-master,https://github.com/youngyangyang04/leetcode-master,Shell,closed_issues_percentage,percentual de issues fechadas,24.199288,abaixo,moderado,30.843570999999997,136.387475,87.5,
google-research/google-research,https://github.com/google-research/google-research,Jupyter Notebook,closed_issues_percentage,percentual de issues fechadas,24.043716,abaixo,moderado,30.843570999999997,136.387475,87.5,
lllyasviel/ControlNet,https://github.com/lllyasviel/ControlNet,Python,closed_issues_percentage,percentual de issues fechadas,23.958333,abaixo,moderado,30.843570999999997,136.387475,87.5,
XingangPan/DragGAN,https://github.com/XingangPan/DragGAN,Python,closed_issues_percentage,percentual de issues fechadas,23.958333,abaixo,moderado,30.843570999999997,136.387475,87.5,
xinntao/Real-ESRGAN,https://github.com/xinntao/Real-ESRGAN,Python,closed_issues_percentage,percentual de issues fechadas,23.429319,abaixo,moderado,30.843570999999997,136.387475,87.5,
ashishpatel26/500-AI-Agents-Projects,https://github.com/ashishpatel26/500-AI-Agents-Projects,Python,closed_issues_percentage,percentual de issues fechadas,21.73913,abaixo,moderado,30.843570999999997,136.387475,87.5,
fengdu78/Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,HTML,closed_issues_percentage,percentual de issues fechadas,21.428571,abaixo,moderado,30.843570999999997,136.387475,87.5,
myshell-ai/OpenVoice,https://github.com/myshell-ai/OpenVoice,Python,closed_issues_percentage,percentual de issues fechadas,20.891365,abaixo,moderado,30.843570999999997,136.387475,87.5,
GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,,closed_issues_percentage,percentual de issues fechadas,20.268873,abaixo,moderado,30.843570999999997,136.387475,87.5,
VoltAgent/awesome-design-md,https://github.com/VoltAgent/awesome-design-md,,closed_issues_percentage,percentual de issues fechadas,20.25974,abaixo,moderado,30.843570999999997,136.387475,87.5,
alex/what-happens-when,https://github.com/alex/what-happens-when,,closed_issues_percentage,percentual de issues fechadas,18.0,abaixo,moderado,30.843570999999997,136.387475,87.5,
ruanyf/weekly,https://github.com/ruanyf/weekly,,closed_issues_percentage,percentual de issues fechadas,16.210526,abaixo,moderado,30.843570999999997,136.387475,87.5,
anthropics/claude-plugins-official,https://github.com/anthropics/claude-plugins-official,Python,closed_issues_percentage,percentual de issues fechadas,15.988909,abaixo,moderado,30.843570999999997,136.387475,87.5,
zbezj/HEU_KMS_Activator,https://github.com/zbezj/HEU_KMS_Activator,,closed_issues_percentage,percentual de issues fechadas,15.609756,abaixo,moderado,30.843570999999997,136.387475,87.5,
kelseyhightower/nocode,https://github.com/kelseyhightower/nocode,Dockerfile,closed_issues_percentage,percentual de issues fechadas,14.840918,abaixo,moderado,30.843570999999997,136.387475,87.5,
anthropics/skills,https://github.com/anthropics/skills,Python,closed_issues_percentage,percentual de issues fechadas,13.387978,abaixo,moderado,30.843570999999997,136.387475,87.5,
type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,TypeScript,closed_issues_percentage,percentual de issues fechadas,10.974923,abaixo,moderado,30.843570999999997,136.387475,87.5,
anthropics/financial-services,https://github.com/anthropics/financial-services,Python,closed_issues_percentage,percentual de issues fechadas,10.227273,abaixo,moderado,30.843570999999997,136.387475,87.5,
elder-plinius/CL4R1T4S,https://github.com/elder-plinius/CL4R1T4S,,closed_issues_percentage,percentual de issues fechadas,10.126582,abaixo,moderado,30.843570999999997,136.387475,87.5,
anthropics/prompt-eng-interactive-tutorial,https://github.com/anthropics/prompt-eng-interactive-tutorial,Jupyter Notebook,closed_issues_percentage,percentual de issues fechadas,9.52381,abaixo,moderado,30.843570999999997,136.387475,87.5,
floodsung/Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,Python,closed_issues_percentage,percentual de issues fechadas,8.62069,abaixo,moderado,30.843570999999997,136.387475,87.5,
ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,Python,closed_issues_percentage,percentual de issues fechadas,7.692308,abaixo,moderado,30.843570999999997,136.387475,87.5,
codecrafters-io/build-your-own-x,https://github.com/codecrafters-io/build-your-own-x,Markdown,stargazer_count,estrelas,541599.0,acima,extremo,-12833.375,124275.625,48655.0,
sindresorhus/awesome,https://github.com/sindresorhus/awesome,,stargazer_count,estrelas,498218.0,acima,extremo,-12833.375,124275.625,48655.0,
public-apis/public-apis,https://github.com/public-apis/public-apis,Python,stargazer_count,estrelas,467143.0,acima,extremo,-12833.375,124275.625,48655.0,
freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,TypeScript,stargazer_count,estrelas,454370.0,acima,extremo,-12833.375,124275.625,48655.0,
EbookFoundation/free-programming-books,https://github.com/EbookFoundation/free-programming-books,Python,stargazer_count,estrelas,394865.0,acima,extremo,-12833.375,124275.625,48655.0,
openclaw/openclaw,https://github.com/openclaw/openclaw,TypeScript,stargazer_count,estrelas,386909.0,acima,extremo,-12833.375,124275.625,48655.0,
donnemartin/system-design-primer,https://github.com/donnemartin/system-design-primer,Python,stargazer_count,estrelas,365103.0,acima,extremo,-12833.375,124275.625,48655.0,
nilbuild/developer-roadmap,https://github.com/nilbuild/developer-roadmap,TypeScript,stargazer_count,estrelas,365011.0,acima,extremo,-12833.375,124275.625,48655.0,
jwasham/coding-interview-university,https://github.com/jwasham/coding-interview-university,,stargazer_count,estrelas,359347.0,acima,extremo,-12833.375,124275.625,48655.0,
vinta/awesome-python,https://github.com/vinta/awesome-python,Python,stargazer_count,estrelas,315140.0,acima,extremo,-12833.375,124275.625,48655.0,
awesome-selfhosted/awesome-selfhosted,https://github.com/awesome-selfhosted/awesome-selfhosted,,stargazer_count,estrelas,313951.0,acima,extremo,-12833.375,124275.625,48655.0,
practical-tutorials/project-based-learning,https://github.com/practical-tutorials/project-based-learning,Python,stargazer_count,estrelas,280125.0,acima,extremo,-12833.375,124275.625,48655.0,
996icu/996.ICU,https://github.com/996icu/996.ICU,,stargazer_count,estrelas,276730.0,acima,extremo,-12833.375,124275.625,48655.0,
obra/superpowers,https://github.com/obra/superpowers,Shell,stargazer_count,estrelas,274898.0,acima,extremo,-12833.375,124275.625,48655.0,
react/react,https://github.com/react/react,JavaScript,stargazer_count,estrelas,247446.0,acima,extremo,-12833.375,124275.625,48655.0,
torvalds/linux,https://github.com/torvalds/linux,C,stargazer_count,estrelas,243439.0,acima,extremo,-12833.375,124275.625,48655.0,
affaan-m/ECC,https://github.com/affaan-m/ECC,JavaScript,stargazer_count,estrelas,241429.0,acima,extremo,-12833.375,124275.625,48655.0,
trimstray/the-book-of-secret-knowledge,https://github.com/trimstray/the-book-of-secret-knowledge,,stargazer_count,estrelas,239416.0,acima,extremo,-12833.375,124275.625,48655.0,
NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,Python,stargazer_count,estrelas,233519.0,acima,extremo,-12833.375,124275.625,48655.0,
mattpocock/skills,https://github.com/mattpocock/skills,Shell,stargazer_count,estrelas,226281.0,acima,extremo,-12833.375,124275.625,48655.0,
TheAlgorithms/Python,https://github.com/TheAlgorithms/Python,Python,stargazer_count,estrelas,223902.0,acima,extremo,-12833.375,124275.625,48655.0,
vuejs/vue,https://github.com/vuejs/vue,TypeScript,stargazer_count,estrelas,210249.0,acima,extremo,-12833.375,124275.625,48655.0,
ossu/computer-science,https://github.com/ossu/computer-science,HTML,stargazer_count,estrelas,208250.0,acima,extremo,-12833.375,124275.625,48655.0,
multica-ai/andrej-karpathy-skills,https://github.com/multica-ai/andrej-karpathy-skills,,stargazer_count,estrelas,204359.0,acima,extremo,-12833.375,124275.625,48655.0,
n8n-io/n8n,https://github.com/n8n-io/n8n,TypeScript,stargazer_count,estrelas,201368.0,acima,extremo,-12833.375,124275.625,48655.0,
anomalyco/opencode,https://github.com/anomalyco/opencode,TypeScript,stargazer_count,estrelas,199534.0,acima,extremo,-12833.375,124275.625,48655.0,
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,C++,stargazer_count,estrelas,197108.0,acima,extremo,-12833.375,124275.625,48655.0,
trekhleb/javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,JavaScript,stargazer_count,estrelas,196522.0,acima,extremo,-12833.375,124275.625,48655.0,
ultraworkers/claw-code,https://github.com/ultraworkers/claw-code,Rust,stargazer_count,estrelas,195088.0,acima,extremo,-12833.375,124275.625,48655.0,
DigitalPlatDev/FreeDomain,https://github.com/DigitalPlatDev/FreeDomain,Markdown,stargazer_count,estrelas,194543.0,acima,extremo,-12833.375,124275.625,48655.0,
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,Shell,stargazer_count,estrelas,189270.0,acima,extremo,-12833.375,124275.625,48655.0,
microsoft/vscode,https://github.com/microsoft/vscode,TypeScript,stargazer_count,estrelas,188991.0,acima,extremo,-12833.375,124275.625,48655.0,
massgravel/Microsoft-Activation-Scripts,https://github.com/massgravel/Microsoft-Activation-Scripts,Batchfile,stargazer_count,estrelas,187727.0,acima,extremo,-12833.375,124275.625,48655.0,
Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,Python,stargazer_count,estrelas,186687.0,acima,extremo,-12833.375,124275.625,48655.0,
yt-dlp/yt-dlp,https://github.com/yt-dlp/yt-dlp,Python,stargazer_count,estrelas,185872.0,acima,extremo,-12833.375,124275.625,48655.0,
CyC2018/CS-Notes,https://github.com/CyC2018/CS-Notes,,stargazer_count,estrelas,185521.0,acima,extremo,-12833.375,124275.625,48655.0,
jackfrued/Python-100-Days,https://github.com/jackfrued/Python-100-Days,Jupyter Notebook,stargazer_count,estrelas,185450.0,acima,extremo,-12833.375,124275.625,48655.0,
getify/You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,,stargazer_count,estrelas,184702.0,acima,extremo,-12833.375,124275.625,48655.0,
avelino/awesome-go,https://github.com/avelino/awesome-go,Go,stargazer_count,estrelas,181703.0,acima,extremo,-12833.375,124275.625,48655.0,
ollama/ollama,https://github.com/ollama/ollama,Go,stargazer_count,estrelas,179059.0,acima,extremo,-12833.375,124275.625,48655.0,
flutter/flutter,https://github.com/flutter/flutter,Dart,stargazer_count,estrelas,178529.0,acima,extremo,-12833.375,124275.625,48655.0,
github/gitignore,https://github.com/github/gitignore,,stargazer_count,estrelas,175376.0,acima,moderado,-12833.375,124275.625,48655.0,
microsoft/markitdown,https://github.com/microsoft/markitdown,Python,stargazer_count,estrelas,174923.0,acima,moderado,-12833.375,124275.625,48655.0,
twbs/bootstrap,https://github.com/twbs/bootstrap,MDX,stargazer_count,estrelas,174620.0,acima,moderado,-12833.375,124275.625,48655.0,
deepseek-ai/deepseek-harness,https://github.com/deepseek-ai/deepseek-harness,TypeScript,stargazer_count,estrelas,174057.0,acima,moderado,-12833.375,124275.625,48655.0,
521xueweihan/HelloGitHub,https://github.com/521xueweihan/HelloGitHub,Python,stargazer_count,estrelas,171970.0,acima,moderado,-12833.375,124275.625,48655.0,
anthropics/skills,https://github.com/anthropics/skills,Python,stargazer_count,estrelas,170676.0,acima,moderado,-12833.375,124275.625,48655.0,
firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,TypeScript,stargazer_count,estrelas,170070.0,acima,moderado,-12833.375,124275.625,48655.0,
f/prompts.chat,https://github.com/f/prompts.chat,HTML,stargazer_count,estrelas,167647.0,acima,moderado,-12833.375,124275.625,48655.0,
AUTOMATIC1111/stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,Python,stargazer_count,estrelas,164589.0,acima,moderado,-12833.375,124275.625,48655.0,
huggingface/transformers,https://github.com/huggingface/transformers,Python,stargazer_count,estrelas,164283.0,acima,moderado,-12833.375,124275.625,48655.0,
jlevy/the-art-of-command-line,https://github.com/jlevy/the-art-of-command-line,,stargazer_count,estrelas,162141.0,acima,moderado,-12833.375,124275.625,48655.0,
Snailclimb/JavaGuide,https://github.com/Snailclimb/JavaGuide,JavaScript,stargazer_count,estrelas,157908.0,acima,moderado,-12833.375,124275.625,48655.0,
langflow-ai/langflow,https://github.com/langflow-ai/langflow,Python,stargazer_count,estrelas,153511.0,acima,moderado,-12833.375,124275.625,48655.0,
langgenius/dify,https://github.com/langgenius/dify,TypeScript,stargazer_count,estrelas,153047.0,acima,moderado,-12833.375,124275.625,48655.0,
open-webui/open-webui,https://github.com/open-webui/open-webui,Python,stargazer_count,estrelas,149385.0,acima,moderado,-12833.375,124275.625,48655.0,
airbnb/javascript,https://github.com/airbnb/javascript,JavaScript,stargazer_count,estrelas,148121.0,acima,moderado,-12833.375,124275.625,48655.0,
Genymobile/scrcpy,https://github.com/Genymobile/scrcpy,C,stargazer_count,estrelas,147987.0,acima,moderado,-12833.375,124275.625,48655.0,
msitarzewski/agency-agents,https://github.com/msitarzewski/agency-agents,Shell,stargazer_count,estrelas,146767.0,acima,moderado,-12833.375,124275.625,48655.0,
langchain-ai/langchain,https://github.com/langchain-ai/langchain,Python,stargazer_count,estrelas,144649.0,acima,moderado,-12833.375,124275.625,48655.0,
x1xhlol/system-prompts-and-models-of-ai-tools,https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools,,stargazer_count,estrelas,142950.0,acima,moderado,-12833.375,124275.625,48655.0,
anthropics/claude-code,https://github.com/anthropics/claude-code,Python,stargazer_count,estrelas,142141.0,acima,moderado,-12833.375,124275.625,48655.0,
yangshun/tech-interview-handbook,https://github.com/yangshun/tech-interview-handbook,TypeScript,stargazer_count,estrelas,142035.0,acima,moderado,-12833.375,124275.625,48655.0,
vercel/next.js,https://github.com/vercel/next.js,JavaScript,stargazer_count,estrelas,141881.0,acima,moderado,-12833.375,124275.625,48655.0,
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl,Python,stargazer_count,estrelas,140976.0,acima,moderado,-12833.375,124275.625,48655.0,
clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,TypeScript,stargazer_count,estrelas,139084.0,acima,moderado,-12833.375,124275.625,48655.0,
microsoft/PowerToys,https://github.com/microsoft/PowerToys,C,stargazer_count,estrelas,137910.0,acima,moderado,-12833.375,124275.625,48655.0,
iptv-org/iptv,https://github.com/iptv-org/iptv,TypeScript,stargazer_count,estrelas,136238.0,acima,moderado,-12833.375,124275.625,48655.0,
golang/go,https://github.com/golang/go,Go,stargazer_count,estrelas,135930.0,acima,moderado,-12833.375,124275.625,48655.0,
labuladong/fucking-algorithm,https://github.com/labuladong/fucking-algorithm,Markdown,stargazer_count,estrelas,135385.0,acima,moderado,-12833.375,124275.625,48655.0,
Shubhamsaboo/awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,Python,stargazer_count,estrelas,133378.0,acima,moderado,-12833.375,124275.625,48655.0,
ripienaar/free-for-dev,https://github.com/ripienaar/free-for-dev,HTML,stargazer_count,estrelas,132290.0,acima,moderado,-12833.375,124275.625,48655.0,
github/spec-kit,https://github.com/github/spec-kit,Python,stargazer_count,estrelas,130506.0,acima,moderado,-12833.375,124275.625,48655.0,
excalidraw/excalidraw,https://github.com/excalidraw/excalidraw,TypeScript,stargazer_count,estrelas,130104.0,acima,moderado,-12833.375,124275.625,48655.0,
krahets/hello-algo,https://github.com/krahets/hello-algo,Java,stargazer_count,estrelas,129506.0,acima,moderado,-12833.375,124275.625,48655.0,
garrytan/gstack,https://github.com/garrytan/gstack,TypeScript,stargazer_count,estrelas,128901.0,acima,moderado,-12833.375,124275.625,48655.0,
Chalarangelo/30-seconds-of-code,https://github.com/Chalarangelo/30-seconds-of-code,JavaScript,stargazer_count,estrelas,128761.0,acima,moderado,-12833.375,124275.625,48655.0,
Comfy-Org/ComfyUI,https://github.com/Comfy-Org/ComfyUI,Python,stargazer_count,estrelas,128647.0,acima,moderado,-12833.375,124275.625,48655.0,
farion1231/cc-switch,https://github.com/farion1231/cc-switch,Rust,stargazer_count,estrelas,128498.0,acima,moderado,-12833.375,124275.625,48655.0,
react/react-native,https://github.com/react/react-native,C++,stargazer_count,estrelas,126369.0,acima,moderado,-12833.375,124275.625,48655.0,
ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,C++,stargazer_count,estrelas,124880.0,acima,moderado,-12833.375,124275.625,48655.0,
kubernetes/kubernetes,https://github.com/kubernetes/kubernetes,Go,stargazer_count,estrelas,124630.0,acima,moderado,-12833.375,124275.625,48655.0,
