name_with_owner,primary_language,language_group,is_popular_language,open_issues,closed_issues,total_issues,has_issues,closed_issues_percentage
phaserjs/phaser,JavaScript,JavaScript,True,108,4543,4651,True,97.67791872715546
langchain-ai/langgraph,Python,Python,True,461,1053,1514,True,69.55085865257595
microsoft/BitNet,C++,C++,True,203,103,306,True,33.66013071895425
photoprism/photoprism,Go,Go,True,435,2207,2642,True,83.53520060560182
gofiber/fiber,Go,Go,True,37,1701,1738,True,97.8711162255466
google-research/bert,Python,Python,True,790,355,1145,True,31.004366812227076
evanw/esbuild,Go,Go,True,544,3376,3920,True,86.12244897959184
schollz/croc,Go,Go,True,3,620,623,True,99.51845906902086
Kong/insomnia,TypeScript,TypeScript,True,739,3297,4036,True,81.68979187314173
go-gorm/gorm,Go,Go,True,454,5691,6145,True,92.61187957689178
koalaman/shellcheck,Haskell,Haskell,False,1115,1901,3016,True,63.03050397877984
siddharthvaddem/openscreen,TypeScript,TypeScript,True,29,337,366,True,92.07650273224044
videojs/video.js,JavaScript,JavaScript,True,617,4819,5436,True,88.64974245768947
llvm/llvm-project,LLVM,LLVM,False,29224,68733,97957,True,70.16650162826546
2noise/ChatTTS,Python,Python,True,58,619,677,True,91.4327917282127
vadimdemedes/ink,TypeScript,TypeScript,True,16,416,432,True,96.29629629629629
DeusData/codebase-memory-mcp,C,C,False,383,448,831,True,53.910950661853185
novuhq/novu,TypeScript,TypeScript,True,55,1687,1742,True,96.84270952927669
mindsdb/mindshub,Makefile,Makefile,False,1,4435,4436,True,99.97745716862038
qbittorrent/qBittorrent,C++,C++,True,2569,15094,17663,True,85.45547189039235
floodsung/Deep-Learning-Papers-Reading-Roadmap,Python,Python,True,53,5,58,True,8.620689655172415
google/styleguide,HTML,HTML,False,119,250,369,True,67.75067750677508
lm-sys/FastChat,Python,Python,True,895,1077,1972,True,54.614604462474645
halo-dev/halo,Java,Java,True,111,4599,4710,True,97.64331210191082
AstrBotDevs/AstrBot,Python,Python,True,1042,5425,6467,True,83.88742848306788
TeamNewPipe/NewPipe,Java,Java,True,1388,8996,10384,True,86.63328197226502
pola-rs/polars,Rust,Rust,False,2523,10615,13138,True,80.7961637996651
QuivrHQ/quivr,Python,Python,True,10,1536,1546,True,99.35316946959897
google/leveldb,C++,C++,True,259,542,801,True,67.66541822721598
freeCodeCamp/devdocs,Ruby,Ruby,False,181,1102,1283,True,85.89243959469992
suno-ai/bark,Jupyter Notebook,Jupyter Notebook,False,238,240,478,True,50.2092050209205
ShareX/ShareX,C#,C#,True,653,6876,7529,True,91.3268694381724
drawdb-io/drawdb,JavaScript,JavaScript,True,132,236,368,True,64.13043478260869
HKUDS/LightRAG,Python,Python,True,193,1337,1530,True,87.38562091503267
wshobson/agents,Python,Python,True,3,113,116,True,97.41379310344827
google/googletest,C++,C++,True,326,2073,2399,True,86.41100458524386
datalab-to/marker,Python,Python,True,369,324,693,True,46.75324675324675
deepseek-ai/awesome-deepseek-integration,,Sem linguagem identificada,False,38,163,201,True,81.09452736318407
aseprite/aseprite,C++,C++,True,1924,2731,4655,True,58.66809881847475
YunaiV/ruoyi-vue-pro,Java,Java,True,9,793,802,True,98.87780548628429
mattermost/mattermost,TypeScript,TypeScript,True,588,8751,9339,True,93.7038226790877
RSSNext/Folo,TypeScript,TypeScript,True,378,2260,2638,True,85.67096285064443
rapid7/metasploit-framework,Ruby,Ruby,False,496,6089,6585,True,92.4677296886864
preactjs/preact,JavaScript,JavaScript,True,19,1922,1941,True,99.02112313240598
DioxusLabs/dioxus,Rust,Rust,False,631,1980,2611,True,75.83301417081579
Dogfalo/materialize,JavaScript,JavaScript,True,623,4598,5221,True,88.06742003447616
spacedriveapp/spacedrive,Rust,Rust,False,28,522,550,True,94.9090909090909
lapce/lapce,Rust,Rust,False,827,1210,2037,True,59.40108001963672
ajeetdsouza/zoxide,Rust,Rust,False,99,650,749,True,86.78237650200266
Yeachan-Heo/oh-my-claudecode,TypeScript,TypeScript,True,3,1381,1384,True,99.78323699421965
ant-design/ant-design-pro,TypeScript,TypeScript,True,42,9800,9842,True,99.57325746799431
bytedance/UI-TARS-desktop,TypeScript,TypeScript,True,320,218,538,True,40.520446096654275
naptha/tesseract.js,JavaScript,JavaScript,True,31,707,738,True,95.79945799457995
gto76/python-cheatsheet,Python,Python,True,0,27,27,True,100.0
google-research/google-research,Jupyter Notebook,Jupyter Notebook,False,1112,352,1464,True,24.043715846994534
chatchat-space/Langchain-Chatchat,Python,Python,True,6,4242,4248,True,99.85875706214689
huiyadanli/RevokeMsgPatcher,C#,C#,True,57,993,1050,True,94.57142857142857
kilimchoi/engineering-blogs,Ruby,Ruby,False,21,77,98,True,78.57142857142857
google/langextract,Python,Python,True,77,121,198,True,61.111111111111114
httpie/cli,Python,Python,True,187,724,911,True,79.47310647639955
dotnet/aspnetcore,C#,C#,True,3766,36002,39768,True,90.53007443170388
istio/istio,Go,Go,True,388,21709,22097,True,98.24410553468796
frappe/erpnext,Python,Python,True,1772,16835,18607,True,90.47670231633256
portainer/portainer,TypeScript,TypeScript,True,699,5419,6118,True,88.57469761359921
umami-software/umami,TypeScript,TypeScript,True,37,2198,2235,True,98.34451901565996
sqlmapproject/sqlmap,Python,Python,True,25,5409,5434,True,99.53993375046007
PhilJay/MPAndroidChart,Java,Java,True,2067,2898,4965,True,58.36858006042296
impress/impress.js,JavaScript,JavaScript,True,51,434,485,True,89.48453608247424
huihut/interview,C++,C++,True,2,65,67,True,97.01492537313433
ueberdosis/tiptap,TypeScript,TypeScript,True,751,2932,3683,True,79.60901439044258
github/awesome-copilot,Python,Python,True,57,429,486,True,88.27160493827161
xyflow/xyflow,TypeScript,TypeScript,True,89,2324,2413,True,96.31164525486946
harness/harness,Go,Go,True,94,1940,2034,True,95.37856440511308
docker/compose,Go,Go,True,63,8329,8392,True,99.24928503336511
hyprwm/Hyprland,C++,C++,True,52,7666,7718,True,99.3262503239181
PostHog/posthog,Python,Python,True,3401,7103,10504,True,67.62185833968012
Wei-Shaw/sub2api,Go,Go,True,2100,957,3057,True,31.305201177625126
vlang/v,V,V,False,43,10722,10765,True,99.60055736182072
FreeCodeCampChina/freecodecamp.cn,CSS,CSS,False,143,445,588,True,75.68027210884354
servo/servo,Rust,Rust,False,2922,13432,16354,True,82.13281154457624
anthropics/prompt-eng-interactive-tutorial,Jupyter Notebook,Jupyter Notebook,False,38,4,42,True,9.523809523809524
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,Python,Python,True,567,1483,2050,True,72.34146341463415
denysdovhan/wtfjs,JavaScript,JavaScript,True,23,96,119,True,80.67226890756302
TencentARC/GFPGAN,Python,Python,True,375,135,510,True,26.47058823529412
NervJS/taro,TypeScript,TypeScript,True,1493,12079,13572,True,88.9994105511347
shiyu-coder/Kronos,Python,Python,True,206,85,291,True,29.20962199312715
fengdu78/Coursera-ML-AndrewNg-Notes,HTML,HTML,False,55,15,70,True,21.428571428571427
aquasecurity/trivy,Go,Go,True,166,2952,3118,True,94.67607440667093
TriliumNext/Trilium,TypeScript,TypeScript,True,606,4976,5582,True,89.14367610175564
karpathy/LLM101n,,Sem linguagem identificada,False,0,0,0,False,
alibaba/arthas,Java,Java,True,391,1772,2163,True,81.92325473878871
alebcay/awesome-shell,,Sem linguagem identificada,False,41,23,64,True,35.9375
directus/directus,TypeScript,TypeScript,True,348,9648,9996,True,96.51860744297718
stanfordnlp/dspy,Python,Python,True,316,1343,1659,True,80.95238095238095
PKUanonym/REKCARC-TSC-UHT,HTML,HTML,False,4,33,37,True,89.1891891891892
LAION-AI/Open-Assistant,Python,Python,True,228,1420,1648,True,86.16504854368931
pbatard/rufus,C,C,False,10,2688,2698,True,99.62935507783544
exacity/deeplearningbook-chinese,TeX,TeX,False,65,139,204,True,68.13725490196079
eugenp/tutorials,Java,Java,True,14,778,792,True,98.23232323232324
openai/gym,Python,Python,True,113,1725,1838,True,93.85201305767139
0voice/interview_internal_reference,Python,Python,True,32,19,51,True,37.254901960784316
myshell-ai/OpenVoice,Python,Python,True,284,75,359,True,20.891364902506965
SagerNet/sing-box,Go,Go,True,267,3021,3288,True,91.87956204379562
lfnovo/open-notebook,TypeScript,TypeScript,True,106,471,577,True,81.62911611785096
IceWhaleTech/CasaOS,Go,Go,True,818,904,1722,True,52.49709639953542
huggingface/pytorch-image-models,Python,Python,True,42,994,1036,True,95.94594594594594
markedjs/marked,JavaScript,JavaScript,True,8,1677,1685,True,99.52522255192878
satwikkansal/wtfpython,Python,Python,True,68,158,226,True,69.91150442477876
patchy631/ai-engineering-hub,Jupyter Notebook,Jupyter Notebook,False,23,28,51,True,54.90196078431373
fastify/fastify,JavaScript,JavaScript,True,51,2133,2184,True,97.66483516483517
mouredev/Hello-Python,Python,Python,True,40,404,444,True,90.990990990991
Textualize/textual,Python,Python,True,233,2202,2435,True,90.43121149897331
AobingJava/JavaFamily,,Sem linguagem identificada,False,6,60,66,True,90.9090909090909
soxoj/maigret,Python,Python,True,11,1578,1589,True,99.30774071743235
babysor/MockingBird,Python,Python,True,477,414,891,True,46.464646464646464
CopilotKit/CopilotKit,TypeScript,TypeScript,True,124,1106,1230,True,89.91869918699187
blader/humanizer,Python,Python,True,8,89,97,True,91.75257731958763
musistudio/claude-code-router,TypeScript,TypeScript,True,902,392,1294,True,30.29366306027821
ashishpatel26/500-AI-Agents-Projects,Python,Python,True,36,10,46,True,21.73913043478261
shadowsocks/shadowsocks-android,Kotlin,Kotlin,False,68,2458,2526,True,97.30799683293745
Dokploy/dokploy,TypeScript,TypeScript,True,487,1640,2127,True,77.103902209685
google-ai-edge/mediapipe,C++,C++,True,351,5315,5666,True,93.80515354747617
veggiemonk/awesome-docker,,Sem linguagem identificada,False,4,151,155,True,97.41935483870968
ZuodaoTech/everyone-can-use-english,TypeScript,TypeScript,True,122,383,505,True,75.84158415841584
microsoft/Data-Science-For-Beginners,Jupyter Notebook,Jupyter Notebook,False,1,137,138,True,99.27536231884058
HKUDS/DeepTutor,Python,Python,True,75,299,374,True,79.94652406417111
jaywcjlove/linux-command,Markdown,Markdown,False,73,139,212,True,65.56603773584906
date-fns/date-fns,TypeScript,TypeScript,True,665,1390,2055,True,67.63990267639902
typeorm/typeorm,TypeScript,TypeScript,True,442,8195,8637,True,94.88248234340627
khoj-ai/khoj,Python,Python,True,99,506,605,True,83.63636363636363
mpv-player/mpv,C,C,False,999,10148,11147,True,91.03794742980173
1Panel-dev/1Panel,Go,Go,True,290,6608,6898,True,95.79588286459844
xinntao/Real-ESRGAN,Python,Python,True,585,179,764,True,23.42931937172775
inkonchain/docs,MDX,MDX,False,28,13,41,True,31.70731707317073
nextcloud/server,PHP,PHP,True,2640,18828,21468,True,87.70262716601454
songquanpeng/one-api,JavaScript,JavaScript,True,931,901,1832,True,49.181222707423586
glanceapp/glance,Go,Go,True,224,310,534,True,58.052434456928836
doocs/leetcode,Java,Java,True,4,60,64,True,93.75
hankcs/HanLP,Python,Python,True,8,1416,1424,True,99.43820224719101
inkonchain/node,Shell,Shell,True,17,14,31,True,45.16129032258064
open-guides/og-aws,Shell,Shell,True,140,89,229,True,38.864628820960704
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,,Sem linguagem identificada,False,51,26,77,True,33.76623376623377
tinyhumansai/openhuman,Rust,Rust,False,184,1717,1901,True,90.32088374539717
GorvGoyl/Clone-Wars,,Sem linguagem identificada,False,20,70,90,True,77.77777777777779
inkonchain/ink-kit,TypeScript,TypeScript,True,2,3,5,True,60.0
formulahendry/955.WLB,,Sem linguagem identificada,False,180,82,262,True,31.297709923664126
SheetJS/sheetjs,,Sem linguagem identificada,False,119,2266,2385,True,95.0104821802935
keycloak/keycloak,Java,Java,True,2672,17282,19954,True,86.60920116267415
microsoft/playwright-mcp,TypeScript,TypeScript,True,1,876,877,True,99.8859749144812
reworkd/AgentGPT,TypeScript,TypeScript,True,132,337,469,True,71.85501066098081
ItzCrazyKns/Vane,TypeScript,TypeScript,True,231,444,675,True,65.77777777777779
AdguardTeam/AdGuardHome,TypeScript,TypeScript,True,1158,4894,6052,True,80.86582947785857
PDFMathTranslate/PDFMathTranslate,Python,Python,True,124,757,881,True,85.92508513053349
Yuan1z0825/nature-skills,Python,Python,True,0,30,30,True,100.0
jax-ml/jax,Python,Python,True,1726,5508,7234,True,76.14044788498757
firecracker-microvm/firecracker,Rust,Rust,False,51,1459,1510,True,96.62251655629139
pnpm/pnpm,Rust,Rust,False,2327,3848,6175,True,62.31578947368421
hashicorp/vault,Go,Go,True,1157,5430,6587,True,82.43509943828754
carbon-app/carbon,JavaScript,JavaScript,True,67,629,696,True,90.37356321839081
geekxh/hello-algorithm,Java,Java,True,11,33,44,True,75.0
Crosstalk-Solutions/project-nomad,TypeScript,TypeScript,True,43,494,537,True,91.9925512104283
lerna/lerna,TypeScript,TypeScript,True,284,2418,2702,True,89.48926720947446
slatedocs/slate,,Sem linguagem identificada,False,50,559,609,True,91.78981937602627
chatwoot/chatwoot,Ruby,Ruby,False,966,4806,5772,True,83.26403326403326
zsh-users/zsh-autosuggestions,Shell,Shell,True,166,458,624,True,73.3974358974359
OpenBMB/VoxCPM,Python,Python,True,94,227,321,True,70.7165109034268
medusajs/medusa,TypeScript,TypeScript,True,58,3859,3917,True,98.51927495532296
filebrowser/filebrowser,Go,Go,True,0,2975,2975,True,100.0
wailsapp/wails,Go,Go,True,163,2363,2526,True,93.5471100554236
solidjs/solid,TypeScript,TypeScript,True,20,1361,1381,True,98.55177407675598
searxng/searxng,Python,Python,True,178,1466,1644,True,89.17274939172749
XingangPan/DragGAN,Python,Python,True,146,46,192,True,23.958333333333336
junegunn/vim-plug,Vim Script,Vim Script,False,73,972,1045,True,93.01435406698565
alan2207/bulletproof-react,TypeScript,TypeScript,True,37,81,118,True,68.64406779661016
airbnb/lottie-android,Java,Java,True,59,1755,1814,True,96.74751929437707
permissionlesstech/bitchat,Swift,Swift,False,39,365,404,True,90.34653465346535
jondot/awesome-react-native,JavaScript,JavaScript,True,39,38,77,True,49.35064935064935
koajs/koa,JavaScript,JavaScript,True,18,915,933,True,98.07073954983923
opentofu/manifesto,HTML,HTML,False,12,14,26,True,53.84615384615385
restic/restic,Go,Go,True,465,2546,3011,True,84.5566257057456
gchq/CyberChef,JavaScript,JavaScript,True,427,822,1249,True,65.81265012009607
microsoft/graphrag,Python,Python,True,5,832,837,True,99.4026284348865
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,JavaScript,JavaScript,True,10,20,30,True,66.66666666666666
continuedev/continue,TypeScript,TypeScript,True,486,6179,6665,True,92.70817704426106
refinedev/refine,TypeScript,TypeScript,True,9,1734,1743,True,99.48364888123923
drizzle-team/drizzle-orm,TypeScript,TypeScript,True,1376,2346,3722,True,63.0306286942504
jqlang/jq,C,C,False,360,1990,2350,True,84.68085106382979
alvarotrigo/fullPage.js,JavaScript,JavaScript,True,110,4045,4155,True,97.352587244284
tailscale/tailscale,Go,Go,True,3995,6597,10592,True,62.282854984894264
casey/just,Rust,Rust,False,170,1298,1468,True,88.41961852861036
kuchin/awesome-cto,,Sem linguagem identificada,False,0,15,15,True,100.0
nativefier/nativefier,TypeScript,TypeScript,True,255,982,1237,True,79.3856103476152
typicode/husky,JavaScript,JavaScript,True,82,1032,1114,True,92.63913824057451
VectifyAI/PageIndex,Python,Python,True,68,53,121,True,43.80165289256198
geekcomputers/Python,Python,Python,True,380,162,542,True,29.88929889298893
blakeblackshear/frigate,TypeScript,TypeScript,True,77,5955,6032,True,98.723474801061
sahat/hackathon-starter,JavaScript,JavaScript,True,1,727,728,True,99.86263736263736
hehonghui/awesome-english-ebooks,CSS,CSS,False,0,0,0,False,
fxsjy/jieba,Python,Python,True,646,231,877,True,26.339794754846068
geekan/HowToLiveLonger,,Sem linguagem identificada,False,39,103,142,True,72.53521126760563
DayuanJiang/next-ai-draw-io,TypeScript,TypeScript,True,143,189,332,True,56.92771084337349
utmapp/UTM,Swift,Swift,False,1076,2630,3706,True,70.96600107933081
netty/netty,Java,Java,True,585,6365,6950,True,91.58273381294964
unknwon/the-way-to-go_ZH_CN,Go,Go,True,0,0,0,False,
bumptech/glide,Java,Java,True,593,3941,4534,True,86.92104102337892
sorrycc/awesome-javascript,,Sem linguagem identificada,False,5,107,112,True,95.53571428571429
zellij-org/zellij,Rust,Rust,False,1526,1309,2835,True,46.17283950617284
esengine/DeepSeek-Reasonix,Go,Go,True,1095,3056,4151,True,73.6208142616237
awesome-foss/awesome-sysadmin,,Sem linguagem identificada,False,0,108,108,True,100.0
gitroomhq/postiz-app,TypeScript,TypeScript,True,157,634,791,True,80.15170670037926
laravel/framework,PHP,PHP,True,60,19255,19315,True,99.68936060056951
facebookresearch/detectron2,Python,Python,True,472,3102,3574,True,86.7935086737549
qishibo/AnotherRedisDesktopManager,JavaScript,JavaScript,True,143,975,1118,True,87.20930232558139
TheAlgorithms/C-Plus-Plus,C++,C++,True,10,334,344,True,97.09302325581395
BVLC/caffe,C++,C++,True,1290,3939,5229,True,75.32989099254159
lissy93/web-check,TypeScript,TypeScript,True,4,145,149,True,97.31543624161074
ocrmypdf/OCRmyPDF,Python,Python,True,92,1268,1360,True,93.23529411764706
kovidgoyal/kitty,Python,Python,True,10,6984,6994,True,99.85702030311697
v2fly/v2ray-core,Go,Go,True,25,1088,1113,True,97.75381850853549
nothings/stb,C,C,False,249,738,987,True,74.77203647416414
anthropics/financial-services,Python,Python,True,79,9,88,True,10.227272727272728
raysan5/raylib,C,C,False,10,2218,2228,True,99.5511669658887
derailed/k9s,Go,Go,True,47,2329,2376,True,98.02188552188552
SeleniumHQ/selenium,Java,Java,True,98,11132,11230,True,99.1273374888691
CMU-Perceptual-Computing-Lab/openpose,C++,C++,True,340,1667,2007,True,83.05929247633284
huggingface/diffusers,Python,Python,True,805,4726,5531,True,85.44566986078466
xitu/gold-miner,,Sem linguagem identificada,False,14,5590,5604,True,99.7501784439686
jaredpalmer/formik,TypeScript,TypeScript,True,703,1567,2270,True,69.03083700440529
nodejs/node-v0.x-archive,,Sem linguagem identificada,False,0,6379,6379,True,100.0
python-poetry/poetry,Python,Python,True,488,5871,6359,True,92.32583739581696
TheAlgorithms/JavaScript,JavaScript,JavaScript,True,21,203,224,True,90.625
agentscope-ai/QwenPaw,Python,Python,True,594,2961,3555,True,83.29113924050633
balena-io/etcher,TypeScript,TypeScript,True,640,1862,2502,True,74.42046362909672
backstage/backstage,TypeScript,TypeScript,True,184,7552,7736,True,97.62150982419855
openai/CLIP,Jupyter Notebook,Jupyter Notebook,False,252,193,445,True,43.37078651685393
swc-project/swc,Rust,Rust,False,357,3879,4236,True,91.57223796033995
seaweedfs/seaweedfs,Go,Go,True,686,3339,4025,True,82.95652173913044
ehang-io/nps,Go,Go,True,505,699,1204,True,58.056478405315616
lightpanda-io/browser,Zig,Zig,False,76,427,503,True,84.89065606361828
aristocratos/btop,C++,C++,True,458,525,983,True,53.40793489318413
zenorocha/clipboard.js,JavaScript,JavaScript,True,11,618,629,True,98.25119236883943
qdrant/qdrant,Rust,Rust,False,493,1471,1964,True,74.89816700610999
testerSunshine/12306,Python,Python,True,224,466,690,True,67.53623188405797
xkcoding/spring-boot-demo,Java,Java,True,101,74,175,True,42.285714285714285
OpenBMB/ChatDev,Python,Python,True,46,287,333,True,86.18618618618619
lllyasviel/ControlNet,Python,Python,True,438,138,576,True,23.958333333333336
zxing/zxing,Java,Java,True,0,1352,1352,True,100.0
fish-shell/fish-shell,Rust,Rust,False,515,7668,8183,True,93.70646462177686
chenfei-wu/TaskMatrix,Python,Python,True,228,136,364,True,37.362637362637365
K-Dense-AI/scientific-agent-skills,Python,Python,True,3,75,78,True,96.15384615384616
MonitorControl/MonitorControl,Swift,Swift,False,13,1014,1027,True,98.73417721518987
atlassian/react-beautiful-dnd,JavaScript,JavaScript,True,571,1047,1618,True,64.70951792336218
NginxProxyManager/nginx-proxy-manager,TypeScript,TypeScript,True,750,2569,3319,True,77.40283217836698
pcottle/learnGitBranching,JavaScript,JavaScript,True,56,494,550,True,89.81818181818181
lib-pku/libpku,TeX,TeX,False,11,32,43,True,74.4186046511628
carbon-language/carbon-lang,C++,C++,True,208,660,868,True,76.036866359447
explosion/spaCy,Python,Python,True,176,5594,5770,True,96.94974003466204
TabbyML/tabby,Rust,Rust,False,257,756,1013,True,74.62981243830207
halfrost/LeetCode-Go,Go,Go,True,0,82,82,True,100.0
k3s-io/k3s,Go,Go,True,52,7638,7690,True,99.32379713914175
SerenityOS/serenity,C++,C++,True,726,3589,4315,True,83.17497103128622
anthropics/claude-plugins-official,Python,Python,True,909,173,1082,True,15.98890942698706
mli/paper-reading,,Sem linguagem identificada,False,0,0,0,False,
Pythagora-io/gpt-pilot,Python,Python,True,242,316,558,True,56.63082437275986
valinet/ExplorerPatcher,C,C,False,355,2450,2805,True,87.34402852049911
alibaba/easyexcel,Java,Java,True,489,3128,3617,True,86.48050870887477
anoma/anoma,Elixir,Elixir,False,90,630,720,True,87.5
binwiederhier/ntfy,Go,Go,True,324,950,1274,True,74.56828885400314
Blankj/AndroidUtilCode,Java,Java,True,312,1285,1597,True,80.463368816531
bayandin/awesome-awesomeness,Ruby,Ruby,False,19,52,71,True,73.23943661971832
apache/kafka,Java,Java,True,0,0,0,False,
shadowsocks/shadowsocks,Python,Python,True,0,0,0,False,
langfuse/langfuse,TypeScript,TypeScript,True,298,2576,2874,True,89.63117606123869
tinygrad/tinygrad,Python,Python,True,114,1069,1183,True,90.36348267117498
microsoft/WSL,C++,C++,True,911,11531,12442,True,92.67802604082945
XX-net/XX-Net,Python,Python,True,7923,5445,13368,True,40.731597845601435
MetaCubeX/mihomo,Python,Python,True,450,1536,1986,True,77.34138972809667
AFNetworking/AFNetworking,Objective-C,Objective-C,False,0,0,0,False,
nicolargo/glances,Python,Python,True,96,2124,2220,True,95.67567567567568
lutzroeder/netron,JavaScript,JavaScript,True,15,1257,1272,True,98.82075471698113
mckaywrigley/chatbot-ui,TypeScript,TypeScript,True,192,819,1011,True,81.00890207715133
google/comprehensive-rust,Rust,Rust,False,117,256,373,True,68.63270777479893
remix-run/remix,TypeScript,TypeScript,True,29,2747,2776,True,98.95533141210375
motiondivision/motion,TypeScript,TypeScript,True,103,1840,1943,True,94.69891919711786
alibaba/nacos,Java,Java,True,166,9620,9786,True,98.30369916206826
dgtlmoon/changedetection.io,Python,Python,True,313,1432,1745,True,82.06303724928367
AlexsJones/llmfit,Rust,Rust,False,49,190,239,True,79.49790794979079
zeromicro/go-zero,Go,Go,True,107,1888,1995,True,94.63659147869674
waydabber/BetterDisplay,,Sem linguagem identificada,False,219,3070,3289,True,93.34144116752813
linshenkx/prompt-optimizer,TypeScript,TypeScript,True,7,217,224,True,96.875
certbot/certbot,Python,Python,True,122,5450,5572,True,97.81048097631012
bilibili/ijkplayer,C,C,False,2837,2545,5382,True,47.28725380899294
vbenjs/vue-vben-admin,Vue,Vue,False,69,4068,4137,True,98.33212472806382
qier222/YesPlayMusic,Vue,Vue,False,646,1203,1849,True,65.06219578150352
Leey21/awesome-ai-research-writing,,Sem linguagem identificada,False,5,21,26,True,80.76923076923077
cursor/cursor,,Sem linguagem identificada,False,0,0,0,False,
pear-devs/pear-desktop,TypeScript,TypeScript,True,544,1535,2079,True,73.83357383357382
datawhalechina/happy-llm,Jupyter Notebook,Jupyter Notebook,False,53,81,134,True,60.447761194029844
immutable-js/immutable-js,TypeScript,TypeScript,True,99,1177,1276,True,92.24137931034483
binarywang/WxJava,Java,Java,True,11,2520,2531,True,99.56538917423943
ibraheemdev/modern-unix,,Sem linguagem identificada,False,55,30,85,True,35.294117647058826
adobe/brackets,JavaScript,JavaScript,True,2615,7063,9678,True,72.97995453606117
FreeCAD/FreeCAD,C++,C++,True,3523,9147,12670,True,72.1941594317285
tokio-rs/tokio,Rust,Rust,False,317,2367,2684,True,88.18926974664679
gulpjs/gulp,JavaScript,JavaScript,True,30,1906,1936,True,98.4504132231405
