id,name_with_owner,language_category,metrica,descricao,valor,limite_inferior,limite_superior
MDEwOlJlcG9zaXRvcnk2MzQ3NzYxMg==,TheAlgorithms/C-Plus-Plus,Popular,days_since_push,Dias desde o último push,313,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMjc5MTY0Mg==,BVLC/caffe,Popular,days_since_push,Dias desde o último push,749,-72.0,120.0
MDEwOlJlcG9zaXRvcnk4OTI0NzgxMQ==,CMU-Perceptual-Computing-Lab/openpose,Popular,days_since_push,Dias desde o último push,747,-72.0,120.0
MDEwOlJlcG9zaXRvcnk0NTUxMjk4OQ==,xitu/gold-miner,,days_since_push,Dias desde o último push,855,-72.0,120.0
MDEwOlJlcG9zaXRvcnk5NDM2NzY3Nw==,jaredpalmer/formik,Popular,days_since_push,Dias desde o último push,283,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyMTE2NjY=,nodejs/node-v0.x-archive,,days_since_push,Dias desde o último push,735,-72.0,120.0
MDEwOlJlcG9zaXRvcnk5NzA4NjU0Mw==,TheAlgorithms/JavaScript,Popular,days_since_push,Dias desde o último push,166,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,openai/CLIP,Não popular,days_since_push,Dias desde o último push,148,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxNTYwODQ1MzA=,ehang-io/nps,Popular,days_since_push,Dias desde o último push,812,-72.0,120.0
MDEwOlJlcG9zaXRvcnk0Mjc1MTAxNA==,zenorocha/clipboard.js,Popular,days_since_push,Dias desde o último push,189,-72.0,120.0
MDEwOlJlcG9zaXRvcnk5MTU3MzUzOA==,testerSunshine/12306,Popular,days_since_push,Dias desde o último push,1236,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMTAyMTExNDc=,xkcoding/spring-boot-demo,Popular,days_since_push,Dias desde o último push,757,-72.0,120.0
R_kgDOI4SeyQ,lllyasviel/ControlNet,Popular,days_since_push,Dias desde o último push,907,-72.0,120.0
R_kgDOJEXQ7A,chenfei-wu/TaskMatrix,Popular,days_since_push,Dias desde o último push,957,-72.0,120.0
MDEwOlJlcG9zaXRvcnk5OTc2MTkwNw==,atlassian/react-beautiful-dnd,Popular,days_since_push,Dias desde o último push,367,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxNTg3MDM5ODE=,lib-pku/libpku,Não popular,days_since_push,Dias desde o último push,1688,-72.0,120.0
R_kgDOGQiQXg,mli/paper-reading,,days_since_push,Dias desde o último push,516,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMjAzOTUxNzY=,alibaba/easyexcel,Popular,days_since_push,Dias desde o último push,660,-72.0,120.0
MDEwOlJlcG9zaXRvcnk2NDU1ODE0Mw==,Blankj/AndroidUtilCode,Popular,days_since_push,Dias desde o último push,735,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyMTYwMDQ0MA==,bayandin/awesome-awesomeness,Não popular,days_since_push,Dias desde o último push,808,-72.0,120.0
MDEwOlJlcG9zaXRvcnk0MDg2NjE2,shadowsocks/shadowsocks,Popular,days_since_push,Dias desde o último push,871,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxODI4Nzk1,AFNetworking/AFNetworking,Não popular,days_since_push,Dias desde o último push,1311,-72.0,120.0
R_kgDOJIQnXA,mckaywrigley/chatbot-ui,Popular,days_since_push,Dias desde o último push,747,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMDQ0Njg5MA==,bilibili/ijkplayer,Não popular,days_since_push,Dias desde o último push,737,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzMjg4MzEyNDQ=,ibraheemdev/modern-unix,,days_since_push,Dias desde o último push,709,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyOTM1NzM1,adobe/brackets,Popular,days_since_push,Dias desde o último push,1530,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMTE2NzczOA==,gulpjs/gulp,Popular,days_since_push,Dias desde o último push,192,-72.0,120.0
